"ISO3","Area","Country Group","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2005,6142.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2006,5140,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2007,5140,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2008,5150,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2009,5150,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2010,5150,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2011,5150,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2012,5046.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2013,5057.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2014,5108.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2015,5208.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2016,5298.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2017,5357,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2018,5382.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2019,5376.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2020,5396,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2021,5403,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2022,5419,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2023,5435,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1992,2600,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1993,2650,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1994,2675,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1995,2692.825,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1996,2713.3,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1997,2739.99,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1998,2767.16,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1999,2820,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2000,2875,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2001,2861.285,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2002,2868.425,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2003,2937.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2004,3390,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2005,3492.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2006,2940,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2007,2940,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2008,2900,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2009,2950,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2010,3000,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2011,2975,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2012,2902.055,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2013,2911.02,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2014,2945.98,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2015,3009.0150000000003,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2016,3060.53,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2017,3094.59,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2018,3114.605,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2019,3116.775,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2020,3135.7000000000003,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2021,3138.3650000000002,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2022,3151.19,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2023,3163.545,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1992,771.75,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1993,771.3,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1994,771.05,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1995,771.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1996,771.4,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1997,772.8499999999999,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1998,774.25,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1999,778.35,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2000,780.6,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2001,779.4,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2002,779.75,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2003,780.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2004,782.6,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2005,779.15,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2006,780,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2007,780,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2008,775,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2009,780,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2010,785,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2011,782.5,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2012,780.55,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2013,780,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2014,780.8,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2015,782.75,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2016,782.95,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2017,782.8499999999999,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2018,783.55,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2019,784.2,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2020,785.25,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2021,784.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2022,785.3,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2023,785.65,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1992,102.66666666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1993,103.33333333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1994,105.66666666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1995,107.66666666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1996,108,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1997,110.33333333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1998,112.66666666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1999,113.33333333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2000,115,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2001,123.66666666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2002,129.33333333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2003,150,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2004,135,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2005,136.66666666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2006,135,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2007,140,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2008,141.33333333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2009,144.66666666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2010,148.33333333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2011,146.33333333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2012,163.66666666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2013,161.66666666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2014,162.66666666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2015,165.66666666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2016,169.33333333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2017,181,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2018,189.33333333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2019,188.33333333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2020,235.66666666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2021,225,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2022,227,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2023,229,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1992,883.93,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1993,894.6666666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1994,920.3333333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1995,943.3233333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1996,955.81,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1997,973.77,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1998,997.7733333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",1999,1004.1166666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2000,1025,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2001,1106.0866666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2002,1163.3833333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2003,1283,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2004,1233.3333333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2005,1253.6933333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2006,1234.8133333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2007,1283.5066666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2008,1300,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2009,1330.84,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2010,1370.0633333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2011,1348.2466666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2012,1522.9933333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2013,1501.6499999999999,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2014,1514.4066666666668,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2015,1542.82,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2016,1577.31,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2017,1623.2033333333334,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2018,1690.52,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2019,1666.0366666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2020,1832.3366666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2021,1815.5633333333335,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2022,1865.015,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Production","t",2023,1896.5549999999998,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1992,7423.133333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1993,6450.9,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1994,7644.133333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1995,7503.066666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1996,7456.166666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1997,7420.666666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1998,7453.4,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",1999,7484.866666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2000,7604.166666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2001,7583.3,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2002,7613.366666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2003,7641.5,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2004,9000,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2005,9021.05,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2006,9040.1,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2007,9039,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2008,9051.1,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2009,9063.2,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2010,9077.150000000001,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2011,9091.15,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2012,9105.150000000001,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2013,9117.95,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2014,9125.2,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2015,9147.05,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2016,9157.65,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2017,7629.766666666667,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2018,7684.433333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2019,7423.266666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2020,7306.766666666666,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2021,7420.633333333333,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2022,7274.2,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Yield","kg/ha",2023,7421.299999999999,"Other tropical fruits, n.e.c.","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1992,12,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1993,22,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1994,0,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1995,9,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1996,10,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1997,30,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1998,92,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",1999,92,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2000,65,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2001,194,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2002,91,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2003,221,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2004,244,"Papayas","no"
NA,NA,NA,"Melanesia",NA,"Fruits and nuts","Area harvested","ha",2005,160,"Papayas","no"
