"ISO3","year","pop","type","value"
"BIH",2017,3507017,"sme per 1000 people",2.3738122740779417
"BIH",2017,3507017,"large per 1000 people",0.09552277619412737
"BIH",2017,3507017,"total per 1000 people",9.59875586574003
"BRA",2015,205962108,"micro per 1000 people",30.86394901337871
"BRA",2015,205962108,"sme per 1000 people",0.11747791977347599
"BRA",2015,205962108,"large per 1000 people",NA
"BRA",2015,205962108,"total per 1000 people",30.981426933152186
"CHL",2015,17762681,"micro per 1000 people",38.462887443624076
"CHL",2015,17762681,"sme per 1000 people",12.382871707260858
"CHL",2015,17762681,"large per 1000 people",0.7978525313830721
"CHL",2015,17762681,"total per 1000 people",51.64361168226801
"ISR",2016,8546000,"micro per 1000 people",51.35291364380997
"ISR",2016,8546000,"sme per 1000 people",8.95155628364147
"ISR",2016,8546000,"large per 1000 people",0.3244792885560496
"ISR",2016,8546000,"total per 1000 people",60.62894921600749
"JAM",2011,2829493,"micro per 1000 people",2.355545675497342
"JAM",2011,2829493,"sme per 1000 people",NA
"JAM",2011,2829493,"large per 1000 people",NA
"JAM",2011,2829493,"total per 1000 people",2.355545675497342
"MEX",2016,129163276,"micro per 1000 people",30.163372443418048
"MEX",2016,129163276,"sme per 1000 people",30.968554870039068
"MEX",2016,129163276,"large per 1000 people",NA
"MEX",2016,129163276,"total per 1000 people",61.13192731345711
"MNG",2016,3075647,"micro per 1000 people",NA
"MNG",2016,3075647,"sme per 1000 people",18.26900161169341
"MNG",2016,3075647,"large per 1000 people",NA
"MNG",2016,3075647,"total per 1000 people",18.26900161169341
"NIC",2017,6217581,"micro per 1000 people",NA
"NIC",2017,6217581,"sme per 1000 people",NA
"NIC",2017,6217581,"large per 1000 people",0.12995407699553893
"NIC",2017,6217581,"total per 1000 people",0.12995407699553893
"PER",2016,32165485,"micro per 1000 people",62.52518810146963
"PER",2016,32165485,"sme per 1000 people",NA
"PER",2016,32165485,"large per 1000 people",NA
"PER",2016,32165485,"total per 1000 people",62.52518810146963
"PRT",2016,10293718,"micro per 1000 people",111.75126421765196
"PRT",2016,10293718,"sme per 1000 people",4.345174406370954
"PRT",2016,10293718,"large per 1000 people",0.10083820054133986
"PRT",2016,10293718,"total per 1000 people",116.19727682456426
"SVN",2016,2066748,"micro per 1000 people",63.70394455444012
"SVN",2016,2066748,"sme per 1000 people",3.4058337058993162
"SVN",2016,2066748,"large per 1000 people",0.10838283138534548
"SVN",2016,2066748,"total per 1000 people",67.21816109172478
"ESP",2017,46572028,"micro per 1000 people",67.29451420925884
"ESP",2017,46572028,"sme per 1000 people",3.0250346839094058
"ESP",2017,46572028,"large per 1000 people",0.09009699985579327
"ESP",2017,46572028,"total per 1000 people",70.40964589302403
"SWE",2016,10067744,"micro per 1000 people",65.56920795761195
"SWE",2016,10067744,"sme per 1000 people",3.604779779859321
"SWE",2016,10067744,"large per 1000 people",0.100916352263228
"SWE",2016,10067744,"total per 1000 people",69.2749040897345
"GBR",2016,66022273,"micro per 1000 people",16.3796996204599
"GBR",2016,66022273,"sme per 1000 people",3.5875771802040197
"GBR",2016,66022273,"large per 1000 people",0.10905410663458982
"GBR",2016,66022273,"total per 1000 people",20.07633090729851
"SVN",2016,2066748,"micro per 1000 people",26.638467776429444
"SVN",2016,2066748,"sme per 1000 people",3.02407453642147
"SVN",2016,2066748,"large per 1000 people",0.11805986990189418
"SVN",2016,2066748,"total per 1000 people",29.78060218275281
"COL",2005,43285634,"micro per 1000 people",30.865921936132438
"COL",2005,43285634,"sme per 1000 people",1.2393719357327653
"COL",2005,43285634,"large per 1000 people",0.04260073908123882
"COL",2005,43285634,"total per 1000 people",32.147894610946445
